Clip Score,PSNR Score,Inception Score
0.09395066648721695,17.60815089704781,6.399572628776158
0.10393378138542175,16.949148598770464,7.153980286563936
0.09825378656387329,23.614672785678263,7.982793429333455
0.09168390929698944,21.83656708329098,7.9634385828161705
0.1118316650390625,21.804394493654403,8.70274706135191
0.14369836449623108,22.27975895687341,9.151410135257171
0.14437144994735718,22.206866822135428,9.727217745172648
0.1080838292837143,22.251889234694886,7.223245679419437
0.10776548832654953,33.45385298151134,9.153044197469487
0.10063858330249786,20.38875592417096,5.584111454101618
0.11002089083194733,26.48833483068883,6.216242533046236
0.11047398298978806,27.736199840586192,7.769537537904384
0.10563497990369797,19.49386659277302,7.513344547816321
0.10023681074380875,28.74573997847336,5.770329631094315
0.09355510771274567,28.393268640970586,6.108302660614493
0.10879510641098022,32.551936653175886,9.20326838983866
0.10994496941566467,27.27178561633933,5.609745078872048
0.11101453006267548,24.327049431857137,7.076348291085265
0.11496026068925858,34.23459325571373,8.289008827541728
0.10209083557128906,30.426893281632793,8.970973387390686
0.10794106125831604,20.13482628754713,8.352579390376569
0.11008675396442413,17.87525631664464,7.71028936192341
0.12152759730815887,19.66275864008651,6.777574240309969
0.10628994554281235,28.0261653732568,8.418846278743233
0.12297441065311432,26.169531321679617,7.371457788064108
0.10019184648990631,28.82782951352817,5.257969314335435
0.13340340554714203,33.97373200440845,6.764621605883288
0.136331245303154,27.440436101112958,8.13279603203209
0.12711699306964874,31.224768633822638,9.242073105641794
0.09693408012390137,38.17324894828571,5.985156879400365
0.1111245445907116,25.785742634680386,7.51940086940588
"Average Scores - Clip: 0.1111245445907116, PSNR: 25.785742634680386, Inception: 7.51940086940588",,
