Clip Score,PSNR Score,Inception Score
0.09297583997249603,16.13576848169711,7.272189108536383
0.10578365623950958,16.01167622825895,5.159971752514457
0.11322261393070221,22.854680059299188,8.87041469186968
0.09952203929424286,26.819382657520585,7.70962289969748
0.12912802398204803,16.126361409219964,5.026322862493082
0.15625035762786865,20.80030116798708,6.6208572579569624
0.15096351504325867,20.582324912224898,9.03777944748824
0.12520384788513184,23.090853429952414,8.619514039958649
0.11100494861602783,18.80900330496562,6.294686341099342
0.10186781734228134,21.570658895715138,8.054127673139046
0.11367224901914597,31.84273631173083,9.251192293056453
0.10585368424654007,23.329046101841108,8.795060729727641
0.11444824934005737,15.405700397701496,9.371669483380344
0.08877713978290558,21.314551866064807,8.914135573705995
0.10353341698646545,24.912420278652586,8.35472529858302
0.10972808301448822,40.382838147720655,9.454282896637496
0.11787545680999756,28.4016949630727,7.326740297494326
0.09876926988363266,22.02624285748728,7.0962775419386865
0.11525370925664902,35.174349991694086,7.382121328310118
0.09926892817020416,27.59591018810006,8.996581794726897
0.11130771040916443,17.23274953229733,7.316897822768463
0.10610410571098328,17.844122311946116,8.970325178965172
0.12504848837852478,19.464998907468736,8.067157473297994
0.11009691655635834,31.33338751302006,9.35685215420183
0.12776438891887665,25.89984416313483,5.180931533499312
0.11009320616722107,25.979673842383487,5.365601239792854
0.13316859304904938,30.483126006020402,5.026633342980398
0.13016000390052795,20.054708753971276,8.743446390731318
0.127191424369812,36.191784511366436,6.69045068742492
0.10295666009187698,32.12443724666807,5.023614303698414
0.1145664781332016,24.326511147972774,7.578339447989166
"Average Scores - Clip: 0.1145664781332016, PSNR: 24.326511147972774, Inception: 7.578339447989166",,
