video_path,aspect_scores,overall_similarity_score,frame_similarity_score
/storage/home/mingzhe/code/VideoGen-of-Thought/thirdparty/i2v-module-3/DynamiCrafter/results/VGoT/dynamicrafter_vgot_mary_life2_1024_mp_seed123/samples_separate/sample_ip_16_sample0.mp4,"{'Character': 0.53875494, 'Background': 0.27917948, 'Relation': 0.081523806, 'Camera Pose': 0.052418865, 'HDR Description': 0.048122954}",1.0,0.9950859864552816
/storage/home/mingzhe/code/VideoGen-of-Thought/thirdparty/i2v-module-3/DynamiCrafter/results/VGoT/dynamicrafter_vgot_mary_life2_1024_mp_seed123/samples_separate/sample_ip_17_sample0.mp4,"{'Character': 0.24213862, 'Background': 0.23110385, 'Relation': 0.19896841, 'Camera Pose': 0.17886426, 'HDR Description': 0.14892483}",1.0,0.9974902550379435
/storage/home/mingzhe/code/VideoGen-of-Thought/thirdparty/i2v-module-3/DynamiCrafter/results/VGoT/dynamicrafter_vgot_mary_life2_1024_mp_seed123/samples_separate/sample_ip_18_sample0.mp4,"{'Character': 0.2963296, 'Background': 0.23022774, 'Relation': 0.20072283, 'Camera Pose': 0.14740676, 'HDR Description': 0.12531312}",1.0,0.9943501551946005
/storage/home/mingzhe/code/VideoGen-of-Thought/thirdparty/i2v-module-3/DynamiCrafter/results/VGoT/dynamicrafter_vgot_mary_life2_1024_mp_seed123/samples_separate/sample_ip_19_sample0.mp4,"{'Character': 0.5739479, 'Background': 0.30188966, 'Relation': 0.047715936, 'Camera Pose': 0.039634895, 'HDR Description': 0.03681162}",1.0,0.9978088855743408
/storage/home/mingzhe/code/VideoGen-of-Thought/thirdparty/i2v-module-3/DynamiCrafter/results/VGoT/dynamicrafter_vgot_mary_life2_1024_mp_seed123/samples_separate/sample_ip_20_sample0.mp4,"{'Character': 0.46634808, 'Background': 0.2845104, 'Relation': 0.13870387, 'Camera Pose': 0.05790591, 'HDR Description': 0.052531797}",1.0,0.996611726284027
/storage/home/mingzhe/code/VideoGen-of-Thought/thirdparty/i2v-module-3/DynamiCrafter/results/VGoT/dynamicrafter_vgot_mary_life2_1024_mp_seed123/samples_separate/sample_ip_21_sample0.mp4,"{'Character': 0.30821759, 'Background': 0.2372415, 'Relation': 0.17925408, 'Camera Pose': 0.16956164, 'HDR Description': 0.10572522}",1.0,0.9950920383135478
/storage/home/mingzhe/code/VideoGen-of-Thought/thirdparty/i2v-module-3/DynamiCrafter/results/VGoT/dynamicrafter_vgot_mary_life2_1024_mp_seed123/samples_separate/sample_ip_22_sample0.mp4,"{'Character': 0.27949467, 'Background': 0.24203524, 'Relation': 0.21860953, 'Camera Pose': 0.1716344, 'HDR Description': 0.08822614}",1.0,0.9985900719960531
/storage/home/mingzhe/code/VideoGen-of-Thought/thirdparty/i2v-module-3/DynamiCrafter/results/VGoT/dynamicrafter_vgot_mary_life2_1024_mp_seed123/samples_separate/sample_ip_23_sample0.mp4,"{'Character': 0.47034913, 'Background': 0.20611976, 'Relation': 0.12728423, 'Camera Pose': 0.11091357, 'HDR Description': 0.085333325}",1.0,0.9974276343981425
/storage/home/mingzhe/code/VideoGen-of-Thought/thirdparty/i2v-module-3/DynamiCrafter/results/VGoT/dynamicrafter_vgot_mary_life2_1024_mp_seed123/samples_separate/sample_ip_24_sample0.mp4,"{'Character': 0.36842427, 'Background': 0.251221, 'Relation': 0.2155083, 'Camera Pose': 0.14413743, 'HDR Description': 0.02070902}",1.0,0.997186028957367
/storage/home/mingzhe/code/VideoGen-of-Thought/thirdparty/i2v-module-3/DynamiCrafter/results/VGoT/dynamicrafter_vgot_mary_life2_1024_mp_seed123/samples_separate/sample_ip_25_sample0.mp4,"{'Character': 0.48160365, 'Background': 0.22014312, 'Relation': 0.13728923, 'Camera Pose': 0.08263795, 'HDR Description': 0.07832605}",1.0,0.9918063362439473
/storage/home/mingzhe/code/VideoGen-of-Thought/thirdparty/i2v-module-3/DynamiCrafter/results/VGoT/dynamicrafter_vgot_mary_life2_1024_mp_seed123/samples_separate/sample_ip_26_sample0.mp4,"{'Character': 0.30787206, 'Background': 0.28193495, 'Relation': 0.2694538, 'Camera Pose': 0.11870872, 'HDR Description': 0.022030476}",1.0,0.9970346252123515
/storage/home/mingzhe/code/VideoGen-of-Thought/thirdparty/i2v-module-3/DynamiCrafter/results/VGoT/dynamicrafter_vgot_mary_life2_1024_mp_seed123/samples_separate/sample_ip_27_sample0.mp4,"{'Character': 0.4194744, 'Background': 0.3168939, 'Relation': 0.16503325, 'Camera Pose': 0.0694185, 'HDR Description': 0.029179951}",1.0,0.9962502598762513
/storage/home/mingzhe/code/VideoGen-of-Thought/thirdparty/i2v-module-3/DynamiCrafter/results/VGoT/dynamicrafter_vgot_mary_life2_1024_mp_seed123/samples_separate/sample_ip_28_sample0.mp4,"{'Character': 0.3265135, 'Background': 0.27664235, 'Relation': 0.1510164, 'Camera Pose': 0.13496868, 'HDR Description': 0.110859066}",1.0,0.9988795320192972
/storage/home/mingzhe/code/VideoGen-of-Thought/thirdparty/i2v-module-3/DynamiCrafter/results/VGoT/dynamicrafter_vgot_mary_life2_1024_mp_seed123/samples_separate/sample_ip_29_sample0.mp4,"{'Character': 0.30277318, 'Background': 0.29417878, 'Relation': 0.26067793, 'Camera Pose': 0.123880886, 'HDR Description': 0.01848923}",1.0,0.9943794846534729
